CustomerID,CustomerName,City,Category,Price,Quantity,Discount,Email
1001,Customer_1001,Mumbai,Electronics,2353.0,4,5,customer1001@example.com
1002,Customer_1002,Jaipur,Electronics,4567.0,2,15,customer1002@example.com
1003,Customer_1003,Delhi,Electronics,867.0,4,5,customer1003@example.com
1004,Customer_1004,Lucknow,Sports,317.0,9,5,customer1004@example.com
1005,Customer_1005,Lucknow,Grocery,1905.0,8,10,customer1005@example.com
1006,Customer_1006,,Furniture,3562.0,6,10,customer1006@example.com
1007,Customer_1007,Jaipur,Furniture,2857.0,2,0,customer1007@example.com
1008,Customer_1008,Chennai,Electronics,3040.0,6,10,customer1008@example.com
1009,Customer_1009,Delhi,Grocery,4492.0,2,15,customer1009@example.com
1010,Customer_1010,Mumbai,Sports,2501.0,10,10,customer1010@example.com
1011,Customer_1011,Indore,Furniture,669.0,1,5,customer1011@example.com
1012,Customer_1012,Bengaluru,Electronics,2007.0,2,15,customer1012@example.com
1013,Customer_1013,Bengaluru,Grocery,,3,10,customer1013@example.com
1014,Customer_1014,Hyderabad,Furniture,2287.0,2,5,customer1014@example.com
1015,Customer_1015,Lucknow,Furniture,1438.0,8,15,customer1015@example.com
1016,Customer_1016,Bengaluru,Sports,1899.0,6,0,customer1016@example.com
1017,Customer_1017,Pune,Electronics,2684.0,7,10,customer1017@example.com
1018,Customer_1018,,Furniture,4746.0,6,5,customer1018@example.com
1019,Customer_1019,Kolkata,Grocery,3858.0,3,10,customer1019@example.com
1020,Customer_1020,Jaipur,Furniture,4698.0,9,10,customer1020@example.com
1021,Customer_1021,Indore,Grocery,4880.0,7,10,customer1021@example.com
1022,Customer_1022,Pune,Furniture,4274.0,8,0,customer1022@example.com
1023,Customer_1023,Delhi,Electronics,1352.0,3,15,customer1023@example.com
1024,Customer_1024,Indore,Electronics,3252.0,7,15,customer1024@example.com
1025,Customer_1025,Lucknow,Clothing,4632.0,1,0,customer1025@example.com
1026,Customer_1026,Lucknow,Clothing,2886.0,2,10,customer1026@example.com
1027,Customer_1027,Chennai,Furniture,3816.0,1,10,customer1027@example.com
1028,Customer_1028,Lucknow,Furniture,4258.0,2,10,customer1028@example.com
1029,Customer_1029,Lucknow,Sports,1729.0,3,10,customer1029@example.com
1030,Customer_1030,Jaipur,Sports,4444.0,1,10,customer1030@example.com
1031,Customer_1031,Kolkata,Electronics,1016.0,6,10,customer1031@example.com
1032,Customer_1032,Pune,Electronics,2073.0,10,0,customer1032@example.com
1033,Customer_1033,Mumbai,Grocery,666.0,9,5,customer1033@example.com
1034,Customer_1034,Jaipur,Grocery,4603.0,3,10,customer1034@example.com
1035,Customer_1035,Lucknow,Sports,3566.0,4,5,customer1035@example.com
1036,Customer_1036,Bengaluru,Grocery,3159.0,8,15,customer1036@example.com
1037,Customer_1037,Mumbai,Furniture,1940.0,2,10,customer1037@example.com
1038,Customer_1038,Delhi,Sports,4637.0,4,5,customer1038@example.com
1039,Customer_1039,Delhi,Electronics,582.0,4,0,customer1039@example.com
1040,Customer_1040,,Clothing,680.0,9,5,customer1040@example.com
1041,Customer_1041,Bengaluru,Grocery,1855.0,9,5,customer1041@example.com
1042,Customer_1042,Indore,Sports,3972.0,4,15,customer1042@example.com
1043,Customer_1043,Chennai,Furniture,872.0,2,15,customer1043@example.com
1044,Customer_1044,Hyderabad,Grocery,3467.0,8,0,customer1044@example.com
1045,Customer_1045,Mumbai,Electronics,3398.0,6,0,customer1045@example.com
1046,Customer_1046,Pune,Furniture,1658.0,9,15,customer1046@example.com
1047,Customer_1047,Jaipur,Grocery,1603.0,5,15,customer1047@example.com
1048,Customer_1048,Pune,Electronics,3730.0,9,0,customer1048@example.com
1049,Customer_1049,Delhi,Sports,220.0,2,5,customer1049@example.com
1050,Customer_1050,Jaipur,Grocery,4078.0,8,5,customer1050@example.com
1051,Customer_1051,Chennai,Electronics,1448.0,7,0,customer1051@example.com
1052,Customer_1052,Chennai,Clothing,3827.0,5,15,customer1052@example.com
1053,Customer_1053,Lucknow,Grocery,1368.0,4,10,customer1053@example.com
1054,Customer_1054,Pune,Electronics,4844.0,9,0,customer1054@example.com
1055,Customer_1055,Hyderabad,Electronics,510.0,10,15,customer1055@example.com
1056,Customer_1056,Lucknow,Sports,,1,0,customer1056@example.com
1057,Customer_1057,Jaipur,Electronics,4974.0,2,5,customer1057@example.com
1058,Customer_1058,Chennai,Electronics,4766.0,4,0,customer1058@example.com
1059,Customer_1059,Indore,Electronics,3534.0,10,10,customer1059@example.com
1060,Customer_1060,Bengaluru,Furniture,2673.0,4,10,customer1060@example.com
1061,Customer_1061,Chennai,Furniture,2557.0,8,10,customer1061@example.com
1062,Customer_1062,Mumbai,Electronics,3854.0,10,0,customer1062@example.com
1063,Customer_1063,Mumbai,Sports,1846.0,9,10,customer1063@example.com
1064,Customer_1064,Jaipur,Clothing,663.0,4,10,customer1064@example.com
1065,Customer_1065,Bengaluru,Furniture,3689.0,9,10,customer1065@example.com
1066,Customer_1066,Indore,Sports,164.0,9,10,customer1066@example.com
1067,Customer_1067,Mumbai,Furniture,2266.0,2,0,customer1067@example.com
1068,Customer_1068,Lucknow,Furniture,2331.0,5,5,customer1068@example.com
1069,Customer_1069,Hyderabad,Furniture,2262.0,9,15,customer1069@example.com
1070,Customer_1070,Bengaluru,Electronics,856.0,7,10,customer1070@example.com
1071,Customer_1071,,Electronics,2832.0,3,10,customer1071@example.com
1072,Customer_1072,Jaipur,Grocery,4619.0,7,0,customer1072@example.com
1073,Customer_1073,Mumbai,Electronics,1321.0,9,0,customer1073@example.com
1074,Customer_1074,Hyderabad,Sports,4626.0,3,15,customer1074@example.com
1075,Customer_1075,Jaipur,Electronics,2625.0,6,0,customer1075@example.com
1076,Customer_1076,Hyderabad,Furniture,2144.0,2,10,customer1076@example.com
1077,Customer_1077,Lucknow,Grocery,1366.0,4,5,customer1077@example.com
